,time_limit,pocket,ef,model,seed
43,15131.578947368422,4XWF_A_AMZ_101,0.9754098360655737,RDOCK,3
44,15131.578947368422,4XWF_A_AMZ_101,0.2927400468384075,RDOCK,4
45,15131.578947368422,4XWF_A_AMZ_101,0.9730679156908665,RDOCK,5
46,15131.578947368422,4XWF_A_AMZ_101,0.9754098360655737,RDOCK,6
47,15131.578947368422,4XWF_A_AMZ_101,0.9789227166276346,RDOCK,7
48,15131.578947368422,4XWF_A_AMZ_101,0.9765807962529274,RDOCK,8
49,15131.578947368422,4XWF_A_AMZ_101,0.977751756440281,RDOCK,9
50,18789.473684210527,4XWF_A_AMZ_101,0.968384074941452,RDOCK,0
51,18789.473684210527,4XWF_A_AMZ_101,0.09484777517564402,RDOCK,1
52,18789.473684210527,4XWF_A_AMZ_101,0.24121779859484782,RDOCK,2
53,18789.473684210527,4XWF_A_AMZ_101,0.9695550351288056,RDOCK,3
54,18789.473684210527,4XWF_A_AMZ_101,0.32435597189695553,RDOCK,4
55,18789.473684210527,4XWF_A_AMZ_101,0.9707259953161592,RDOCK,5
56,18789.473684210527,4XWF_A_AMZ_101,0.9707259953161592,RDOCK,6
57,18789.473684210527,4XWF_A_AMZ_101,0.9754098360655737,RDOCK,7
58,18789.473684210527,4XWF_A_AMZ_101,0.9707259953161592,RDOCK,8
59,18789.473684210527,4XWF_A_AMZ_101,0.9672131147540983,RDOCK,9
60,22447.368421052633,4XWF_A_AMZ_101,0.9648711943793911,RDOCK,0
61,22447.368421052633,4XWF_A_AMZ_101,0.968384074941452,RDOCK,1
62,22447.368421052633,4XWF_A_AMZ_101,0.11241217798594849,RDOCK,2
63,22447.368421052633,4XWF_A_AMZ_101,0.9648711943793911,RDOCK,3
64,22447.368421052633,4XWF_A_AMZ_101,0.18266978922716626,RDOCK,4
65,22447.368421052633,4XWF_A_AMZ_101,0.9660421545667447,RDOCK,5
66,22447.368421052633,4XWF_A_AMZ_101,0.9637002341920374,RDOCK,6
67,22447.368421052633,4XWF_A_AMZ_101,0.9695550351288056,RDOCK,7
68,22447.368421052633,4XWF_A_AMZ_101,0.9660421545667447,RDOCK,8
69,22447.368421052633,4XWF_A_AMZ_101,0.9613583138173302,RDOCK,9
70,26105.263157894737,4XWF_A_AMZ_101,0.9601873536299765,RDOCK,0
71,26105.263157894737,4XWF_A_AMZ_101,0.9590163934426229,RDOCK,1
72,26105.263157894737,4XWF_A_AMZ_101,0.0901639344262295,RDOCK,2
73,26105.263157894737,4XWF_A_AMZ_101,0.9590163934426229,RDOCK,3
74,26105.263157894737,4XWF_A_AMZ_101,0.9566744730679156,RDOCK,4
75,26105.263157894737,4XWF_A_AMZ_101,0.9601873536299765,RDOCK,5
76,26105.263157894737,4XWF_A_AMZ_101,0.9601873536299765,RDOCK,6
77,26105.263157894737,4XWF_A_AMZ_101,0.9648711943793911,RDOCK,7
78,26105.263157894737,4XWF_A_AMZ_101,0.9625292740046838,RDOCK,8
79,26105.263157894737,4XWF_A_AMZ_101,0.9590163934426229,RDOCK,9
80,29763.157894736843,4XWF_A_AMZ_101,0.955503512880562,RDOCK,0
81,29763.157894736843,4XWF_A_AMZ_101,0.955503512880562,RDOCK,1
82,29763.157894736843,4XWF_A_AMZ_101,0.955503512880562,RDOCK,2
83,29763.157894736843,4XWF_A_AMZ_101,0.955503512880562,RDOCK,3
84,29763.157894736843,4XWF_A_AMZ_101,0.955503512880562,RDOCK,4
85,29763.157894736843,4XWF_A_AMZ_101,0.955503512880562,RDOCK,5
86,29763.157894736843,4XWF_A_AMZ_101,0.955503512880562,RDOCK,6
87,29763.157894736843,4XWF_A_AMZ_101,0.955503512880562,RDOCK,7
88,29763.157894736843,4XWF_A_AMZ_101,0.955503512880562,RDOCK,8
89,29763.157894736843,4XWF_A_AMZ_101,0.955503512880562,RDOCK,9
90,33421.05263157895,4XWF_A_AMZ_101,0.955503512880562,RDOCK,0
91,33421.05263157895,4XWF_A_AMZ_101,0.955503512880562,RDOCK,1
92,33421.05263157895,4XWF_A_AMZ_101,0.955503512880562,RDOCK,2
93,33421.05263157895,4XWF_A_AMZ_101,0.955503512880562,RDOCK,3
94,33421.05263157895,4XWF_A_AMZ_101,0.955503512880562,RDOCK,4
95,33421.05263157895,4XWF_A_AMZ_101,0.955503512880562,RDOCK,5
96,33421.05263157895,4XWF_A_AMZ_101,0.955503512880562,RDOCK,6
97,33421.05263157895,4XWF_A_AMZ_101,0.955503512880562,RDOCK,7
98,33421.05263157895,4XWF_A_AMZ_101,0.955503512880562,RDOCK,8
99,33421.05263157895,4XWF_A_AMZ_101,0.955503512880562,RDOCK,9
100,37078.94736842105,4XWF_A_AMZ_101,0.955503512880562,RDOCK,0
101,37078.94736842105,4XWF_A_AMZ_101,0.955503512880562,RDOCK,1
102,37078.94736842105,4XWF_A_AMZ_101,0.955503512880562,RDOCK,2
103,37078.94736842105,4XWF_A_AMZ_101,0.955503512880562,RDOCK,3
104,37078.94736842105,4XWF_A_AMZ_101,0.955503512880562,RDOCK,4
105,37078.94736842105,4XWF_A_AMZ_101,0.955503512880562,RDOCK,5
106,37078.94736842105,4XWF_A_AMZ_101,0.955503512880562,RDOCK,6
107,37078.94736842105,4XWF_A_AMZ_101,0.955503512880562,RDOCK,7
108,37078.94736842105,4XWF_A_AMZ_101,0.955503512880562,RDOCK,8
109,37078.94736842105,4XWF_A_AMZ_101,0.955503512880562,RDOCK,9
110,40736.84210526316,4XWF_A_AMZ_101,0.955503512880562,RDOCK,0
111,40736.84210526316,4XWF_A_AMZ_101,0.955503512880562,RDOCK,1
112,40736.84210526316,4XWF_A_AMZ_101,0.955503512880562,RDOCK,2
113,40736.84210526316,4XWF_A_AMZ_101,0.955503512880562,RDOCK,3
114,40736.84210526316,4XWF_A_AMZ_101,0.955503512880562,RDOCK,4
115,40736.84210526316,4XWF_A_AMZ_101,0.955503512880562,RDOCK,5
116,40736.84210526316,4XWF_A_AMZ_101,0.955503512880562,RDOCK,6
117,40736.84210526316,4XWF_A_AMZ_101,0.955503512880562,RDOCK,7
118,40736.84210526316,4XWF_A_AMZ_101,0.955503512880562,RDOCK,8
119,40736.84210526316,4XWF_A_AMZ_101,0.955503512880562,RDOCK,9
120,44394.73684210527,4XWF_A_AMZ_101,0.955503512880562,RDOCK,0
121,44394.73684210527,4XWF_A_AMZ_101,0.955503512880562,RDOCK,1
122,44394.73684210527,4XWF_A_AMZ_101,0.955503512880562,RDOCK,2
123,44394.73684210527,4XWF_A_AMZ_101,0.955503512880562,RDOCK,3
124,44394.73684210527,4XWF_A_AMZ_101,0.955503512880562,RDOCK,4
125,44394.73684210527,4XWF_A_AMZ_101,0.955503512880562,RDOCK,5
126,44394.73684210527,4XWF_A_AMZ_101,0.955503512880562,RDOCK,6
127,44394.73684210527,4XWF_A_AMZ_101,0.955503512880562,RDOCK,7
128,44394.73684210527,4XWF_A_AMZ_101,0.955503512880562,RDOCK,8
129,44394.73684210527,4XWF_A_AMZ_101,0.955503512880562,RDOCK,9
130,48052.631578947374,4XWF_A_AMZ_101,0.955503512880562,RDOCK,0
131,48052.631578947374,4XWF_A_AMZ_101,0.955503512880562,RDOCK,1
132,48052.631578947374,4XWF_A_AMZ_101,0.955503512880562,RDOCK,2
133,48052.631578947374,4XWF_A_AMZ_101,0.955503512880562,RDOCK,3
134,48052.631578947374,4XWF_A_AMZ_101,0.955503512880562,RDOCK,4
135,48052.631578947374,4XWF_A_AMZ_101,0.955503512880562,RDOCK,5
136,48052.631578947374,4XWF_A_AMZ_101,0.955503512880562,RDOCK,6
137,48052.631578947374,4XWF_A_AMZ_101,0.955503512880562,RDOCK,7
138,48052.631578947374,4XWF_A_AMZ_101,0.955503512880562,RDOCK,8
139,48052.631578947374,4XWF_A_AMZ_101,0.955503512880562,RDOCK,9
140,51710.52631578947,4XWF_A_AMZ_101,0.955503512880562,RDOCK,0
141,51710.52631578947,4XWF_A_AMZ_101,0.955503512880562,RDOCK,1
142,51710.52631578947,4XWF_A_AMZ_101,0.955503512880562,RDOCK,2
143,51710.52631578947,4XWF_A_AMZ_101,0.955503512880562,RDOCK,3
144,51710.52631578947,4XWF_A_AMZ_101,0.955503512880562,RDOCK,4
145,51710.52631578947,4XWF_A_AMZ_101,0.955503512880562,RDOCK,5
146,51710.52631578947,4XWF_A_AMZ_101,0.955503512880562,RDOCK,6
147,51710.52631578947,4XWF_A_AMZ_101,0.955503512880562,RDOCK,7
148,51710.52631578947,4XWF_A_AMZ_101,0.955503512880562,RDOCK,8
149,51710.52631578947,4XWF_A_AMZ_101,0.955503512880562,RDOCK,9
150,55368.42105263158,4XWF_A_AMZ_101,0.955503512880562,RDOCK,0
151,55368.42105263158,4XWF_A_AMZ_101,0.955503512880562,RDOCK,1
152,55368.42105263158,4XWF_A_AMZ_101,0.955503512880562,RDOCK,2
153,55368.42105263158,4XWF_A_AMZ_101,0.955503512880562,RDOCK,3
154,55368.42105263158,4XWF_A_AMZ_101,0.955503512880562,RDOCK,4
155,55368.42105263158,4XWF_A_AMZ_101,0.955503512880562,RDOCK,5
156,55368.42105263158,4XWF_A_AMZ_101,0.955503512880562,RDOCK,6
157,55368.42105263158,4XWF_A_AMZ_101,0.955503512880562,RDOCK,7
158,55368.42105263158,4XWF_A_AMZ_101,0.955503512880562,RDOCK,8
159,55368.42105263158,4XWF_A_AMZ_101,0.955503512880562,RDOCK,9
160,59026.31578947369,4XWF_A_AMZ_101,0.955503512880562,RDOCK,0
161,59026.31578947369,4XWF_A_AMZ_101,0.955503512880562,RDOCK,1
162,59026.31578947369,4XWF_A_AMZ_101,0.955503512880562,RDOCK,2
163,59026.31578947369,4XWF_A_AMZ_101,0.955503512880562,RDOCK,3
164,59026.31578947369,4XWF_A_AMZ_101,0.955503512880562,RDOCK,4
165,59026.31578947369,4XWF_A_AMZ_101,0.955503512880562,RDOCK,5
166,59026.31578947369,4XWF_A_AMZ_101,0.955503512880562,RDOCK,6
167,59026.31578947369,4XWF_A_AMZ_101,0.955503512880562,RDOCK,7
168,59026.31578947369,4XWF_A_AMZ_101,0.955503512880562,RDOCK,8
169,59026.31578947369,4XWF_A_AMZ_101,0.955503512880562,RDOCK,9
170,62684.210526315794,4XWF_A_AMZ_101,0.955503512880562,RDOCK,0
171,62684.210526315794,4XWF_A_AMZ_101,0.955503512880562,RDOCK,1
172,62684.210526315794,4XWF_A_AMZ_101,0.955503512880562,RDOCK,2
173,62684.210526315794,4XWF_A_AMZ_101,0.955503512880562,RDOCK,3
174,62684.210526315794,4XWF_A_AMZ_101,0.955503512880562,RDOCK,4
175,62684.210526315794,4XWF_A_AMZ_101,0.955503512880562,RDOCK,5
176,62684.210526315794,4XWF_A_AMZ_101,0.955503512880562,RDOCK,6
177,62684.210526315794,4XWF_A_AMZ_101,0.955503512880562,RDOCK,7
178,62684.210526315794,4XWF_A_AMZ_101,0.955503512880562,RDOCK,8
179,62684.210526315794,4XWF_A_AMZ_101,0.955503512880562,RDOCK,9
180,66342.1052631579,4XWF_A_AMZ_101,0.955503512880562,RDOCK,0
181,66342.1052631579,4XWF_A_AMZ_101,0.955503512880562,RDOCK,1
182,66342.1052631579,4XWF_A_AMZ_101,0.955503512880562,RDOCK,2
183,66342.1052631579,4XWF_A_AMZ_101,0.955503512880562,RDOCK,3
184,66342.1052631579,4XWF_A_AMZ_101,0.955503512880562,RDOCK,4
185,66342.1052631579,4XWF_A_AMZ_101,0.955503512880562,RDOCK,5
186,66342.1052631579,4XWF_A_AMZ_101,0.955503512880562,RDOCK,6
187,66342.1052631579,4XWF_A_AMZ_101,0.955503512880562,RDOCK,7
188,66342.1052631579,4XWF_A_AMZ_101,0.955503512880562,RDOCK,8
189,66342.1052631579,4XWF_A_AMZ_101,0.955503512880562,RDOCK,9
190,70000.0,4XWF_A_AMZ_101,0.955503512880562,RDOCK,0
191,70000.0,4XWF_A_AMZ_101,0.955503512880562,RDOCK,1
192,70000.0,4XWF_A_AMZ_101,0.955503512880562,RDOCK,2
193,70000.0,4XWF_A_AMZ_101,0.955503512880562,RDOCK,3
194,70000.0,4XWF_A_AMZ_101,0.955503512880562,RDOCK,4
195,70000.0,4XWF_A_AMZ_101,0.955503512880562,RDOCK,5
196,70000.0,4XWF_A_AMZ_101,0.955503512880562,RDOCK,6
197,70000.0,4XWF_A_AMZ_101,0.955503512880562,RDOCK,7
198,70000.0,4XWF_A_AMZ_101,0.955503512880562,RDOCK,8
199,70000.0,4XWF_A_AMZ_101,0.955503512880562,RDOCK,9
200,500.0,6E8S_B_EKJ_101,0.1498829039812647,RDOCK,0
201,500.0,6E8S_B_EKJ_101,0.1088992974238876,RDOCK,1
202,500.0,6E8S_B_EKJ_101,0.48360655737704916,RDOCK,2
203,500.0,6E8S_B_EKJ_101,0.7833723653395784,RDOCK,3
204,500.0,6E8S_B_EKJ_101,0.49063231850117095,RDOCK,4
205,500.0,6E8S_B_EKJ_101,0.41920374707259955,RDOCK,5
206,500.0,6E8S_B_EKJ_101,0.6053864168618267,RDOCK,6
207,500.0,6E8S_B_EKJ_101,0.1428571428571429,RDOCK,7
208,500.0,6E8S_B_EKJ_101,0.48711943793911006,RDOCK,8
209,500.0,6E8S_B_EKJ_101,0.43442622950819676,RDOCK,9
210,4157.894736842105,6E8S_B_EKJ_101,0.22014051522248246,RDOCK,0
211,4157.894736842105,6E8S_B_EKJ_101,0.3875878220140515,RDOCK,1
212,4157.894736842105,6E8S_B_EKJ_101,0.22716627634660425,RDOCK,2
213,4157.894736842105,6E8S_B_EKJ_101,0.6920374707259953,RDOCK,3
214,4157.894736842105,6E8S_B_EKJ_101,0.28688524590163933,RDOCK,4
215,4157.894736842105,6E8S_B_EKJ_101,0.4461358313817331,RDOCK,5
216,4157.894736842105,6E8S_B_EKJ_101,0.5632318501170961,RDOCK,6
217,4157.894736842105,6E8S_B_EKJ_101,0.18618266978922715,RDOCK,7
218,4157.894736842105,6E8S_B_EKJ_101,0.24238875878220145,RDOCK,8
219,4157.894736842105,6E8S_B_EKJ_101,0.27283372365339575,RDOCK,9
220,7815.789473684211,6E8S_B_EKJ_101,0.040983606557377095,RDOCK,0
221,7815.789473684211,6E8S_B_EKJ_101,0.41100702576112413,RDOCK,1
222,7815.789473684211,6E8S_B_EKJ_101,0.2775175644028103,RDOCK,2
223,7815.789473684211,6E8S_B_EKJ_101,0.7107728337236534,RDOCK,3
224,7815.789473684211,6E8S_B_EKJ_101,1.0,RDOCK,4
225,7815.789473684211,6E8S_B_EKJ_101,0.23770491803278693,RDOCK,5
226,7815.789473684211,6E8S_B_EKJ_101,0.48711943793911006,RDOCK,6
227,7815.789473684211,6E8S_B_EKJ_101,0.015222482435597207,RDOCK,7
228,7815.789473684211,6E8S_B_EKJ_101,0.9988290398126464,RDOCK,8
229,7815.789473684211,6E8S_B_EKJ_101,0.3114754098360656,RDOCK,9
230,11473.684210526317,6E8S_B_EKJ_101,0.08313817330210771,RDOCK,0
231,11473.684210526317,6E8S_B_EKJ_101,0.20843091334894615,RDOCK,1
232,11473.684210526317,6E8S_B_EKJ_101,0.9976580796252927,RDOCK,2
233,11473.684210526317,6E8S_B_EKJ_101,0.1276346604215457,RDOCK,3
234,11473.684210526317,6E8S_B_EKJ_101,1.0,RDOCK,4
235,11473.684210526317,6E8S_B_EKJ_101,0.9988290398126464,RDOCK,5
236,11473.684210526317,6E8S_B_EKJ_101,0.6908665105386417,RDOCK,6
237,11473.684210526317,6E8S_B_EKJ_101,0.06674473067915687,RDOCK,7
238,11473.684210526317,6E8S_B_EKJ_101,0.9988290398126464,RDOCK,8
239,11473.684210526317,6E8S_B_EKJ_101,0.9988290398126464,RDOCK,9
240,15131.578947368422,6E8S_B_EKJ_101,0.27283372365339575,RDOCK,0
241,15131.578947368422,6E8S_B_EKJ_101,0.9976580796252927,RDOCK,1
242,15131.578947368422,6E8S_B_EKJ_101,0.9976580796252927,RDOCK,2
243,15131.578947368422,6E8S_B_EKJ_101,0.13817330210772838,RDOCK,3
244,15131.578947368422,6E8S_B_EKJ_101,1.0,RDOCK,4
245,15131.578947368422,6E8S_B_EKJ_101,0.9988290398126464,RDOCK,5
246,15131.578947368422,6E8S_B_EKJ_101,0.607728337236534,RDOCK,6
247,15131.578947368422,6E8S_B_EKJ_101,0.30679156908665106,RDOCK,7
248,15131.578947368422,6E8S_B_EKJ_101,0.9988290398126464,RDOCK,8
249,15131.578947368422,6E8S_B_EKJ_101,0.9988290398126464,RDOCK,9
250,18789.473684210527,6E8S_B_EKJ_101,0.16393442622950816,RDOCK,0
251,18789.473684210527,6E8S_B_EKJ_101,0.9976580796252927,RDOCK,1
252,18789.473684210527,6E8S_B_EKJ_101,0.9976580796252927,RDOCK,2
253,18789.473684210527,6E8S_B_EKJ_101,0.011709601873536313,RDOCK,3
254,18789.473684210527,6E8S_B_EKJ_101,1.0,RDOCK,4
255,18789.473684210527,6E8S_B_EKJ_101,0.9988290398126464,RDOCK,5
256,18789.473684210527,6E8S_B_EKJ_101,0.5983606557377049,RDOCK,6
257,18789.473684210527,6E8S_B_EKJ_101,0.202576112412178,RDOCK,7
258,18789.473684210527,6E8S_B_EKJ_101,0.9976580796252927,RDOCK,8
259,18789.473684210527,6E8S_B_EKJ_101,0.9988290398126464,RDOCK,9
260,22447.368421052633,6E8S_B_EKJ_101,0.9988290398126464,RDOCK,0
261,22447.368421052633,6E8S_B_EKJ_101,0.9976580796252927,RDOCK,1
262,22447.368421052633,6E8S_B_EKJ_101,0.9976580796252927,RDOCK,2
263,22447.368421052633,6E8S_B_EKJ_101,0.12646370023419207,RDOCK,3
264,22447.368421052633,6E8S_B_EKJ_101,1.0,RDOCK,4
265,22447.368421052633,6E8S_B_EKJ_101,0.9988290398126464,RDOCK,5
266,22447.368421052633,6E8S_B_EKJ_101,0.4215456674473068,RDOCK,6
267,22447.368421052633,6E8S_B_EKJ_101,0.9976580796252927,RDOCK,7
268,22447.368421052633,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,8
269,22447.368421052633,6E8S_B_EKJ_101,0.9988290398126464,RDOCK,9
270,26105.263157894737,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,0
271,26105.263157894737,6E8S_B_EKJ_101,0.9976580796252927,RDOCK,1
272,26105.263157894737,6E8S_B_EKJ_101,0.9976580796252927,RDOCK,2
273,26105.263157894737,6E8S_B_EKJ_101,0.13231850117096022,RDOCK,3
274,26105.263157894737,6E8S_B_EKJ_101,0.9988290398126464,RDOCK,4
275,26105.263157894737,6E8S_B_EKJ_101,0.9976580796252927,RDOCK,5
276,26105.263157894737,6E8S_B_EKJ_101,0.3770491803278688,RDOCK,6
277,26105.263157894737,6E8S_B_EKJ_101,0.9976580796252927,RDOCK,7
278,26105.263157894737,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,8
279,26105.263157894737,6E8S_B_EKJ_101,0.9988290398126464,RDOCK,9
280,29763.157894736843,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,0
281,29763.157894736843,6E8S_B_EKJ_101,0.9976580796252927,RDOCK,1
282,29763.157894736843,6E8S_B_EKJ_101,0.9976580796252927,RDOCK,2
283,29763.157894736843,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,3
284,29763.157894736843,6E8S_B_EKJ_101,0.9988290398126464,RDOCK,4
285,29763.157894736843,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,5
286,29763.157894736843,6E8S_B_EKJ_101,0.07845433255269318,RDOCK,6
287,29763.157894736843,6E8S_B_EKJ_101,0.9976580796252927,RDOCK,7
288,29763.157894736843,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,8
289,29763.157894736843,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,9
290,33421.05263157895,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,0
291,33421.05263157895,6E8S_B_EKJ_101,0.9976580796252927,RDOCK,1
292,33421.05263157895,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,2
293,33421.05263157895,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,3
294,33421.05263157895,6E8S_B_EKJ_101,0.9976580796252927,RDOCK,4
295,33421.05263157895,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,5
296,33421.05263157895,6E8S_B_EKJ_101,0.023419203747072626,RDOCK,6
297,33421.05263157895,6E8S_B_EKJ_101,0.9976580796252927,RDOCK,7
298,33421.05263157895,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,8
299,33421.05263157895,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,9
300,37078.94736842105,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,0
301,37078.94736842105,6E8S_B_EKJ_101,0.9976580796252927,RDOCK,1
302,37078.94736842105,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,2
303,37078.94736842105,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,3
304,37078.94736842105,6E8S_B_EKJ_101,0.9976580796252927,RDOCK,4
305,37078.94736842105,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,5
306,37078.94736842105,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,6
307,37078.94736842105,6E8S_B_EKJ_101,0.9976580796252927,RDOCK,7
308,37078.94736842105,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,8
309,37078.94736842105,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,9
310,40736.84210526316,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,0
311,40736.84210526316,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,1
312,40736.84210526316,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,2
313,40736.84210526316,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,3
314,40736.84210526316,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,4
315,40736.84210526316,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,5
316,40736.84210526316,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,6
317,40736.84210526316,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,7
318,40736.84210526316,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,8
319,40736.84210526316,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,9
320,44394.73684210527,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,0
321,44394.73684210527,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,1
322,44394.73684210527,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,2
323,44394.73684210527,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,3
324,44394.73684210527,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,4
325,44394.73684210527,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,5
326,44394.73684210527,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,6
327,44394.73684210527,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,7
328,44394.73684210527,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,8
329,44394.73684210527,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,9
330,48052.631578947374,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,0
331,48052.631578947374,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,1
332,48052.631578947374,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,2
333,48052.631578947374,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,3
334,48052.631578947374,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,4
335,48052.631578947374,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,5
336,48052.631578947374,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,6
337,48052.631578947374,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,7
338,48052.631578947374,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,8
339,48052.631578947374,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,9
340,51710.52631578947,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,0
341,51710.52631578947,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,1
342,51710.52631578947,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,2
343,51710.52631578947,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,3
344,51710.52631578947,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,4
345,51710.52631578947,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,5
346,51710.52631578947,6E8S_B_EKJ_101,0.9964871194379391,RDOCK,6
